HH1,HH2,HH6,HH7,WS1,WS11,windex5,HH48
220.0,1.0,2.0,4.0,31.0,95.0,2.0,4.0
220.0,2.0,2.0,4.0,21.0,95.0,1.0,2.0
220.0,3.0,2.0,4.0,32.0,95.0,1.0,3.0
220.0,4.0,2.0,4.0,42.0,95.0,2.0,5.0
220.0,5.0,2.0,4.0,81.0,95.0,1.0,6.0
220.0,6.0,2.0,4.0,31.0,95.0,1.0,7.0
220.0,7.0,2.0,4.0,81.0,95.0,2.0,5.0
220.0,8.0,2.0,4.0,32.0,95.0,1.0,5.0
220.0,9.0,2.0,4.0,42.0,95.0,1.0,8.0
220.0,10.0,2.0,4.0,31.0,95.0,1.0,6.0
220.0,11.0,2.0,4.0,32.0,95.0,1.0,3.0
220.0,12.0,2.0,4.0,21.0,95.0,1.0,1.0
220.0,13.0,2.0,4.0,,,,
220.0,14.0,2.0,4.0,21.0,95.0,1.0,2.0
220.0,15.0,2.0,4.0,81.0,95.0,1.0,7.0
220.0,16.0,2.0,4.0,32.0,95.0,1.0,7.0
220.0,17.0,2.0,4.0,21.0,23.0,3.0,3.0
220.0,18.0,2.0,4.0,21.0,95.0,1.0,3.0
220.0,19.0,2.0,4.0,81.0,95.0,1.0,5.0
220.0,20.0,2.0,4.0,21.0,95.0,1.0,1.0
221.0,1.0,2.0,4.0,21.0,95.0,1.0,1.0
221.0,2.0,2.0,4.0,,,,
221.0,3.0,2.0,4.0,81.0,95.0,1.0,4.0
221.0,4.0,2.0,4.0,32.0,23.0,2.0,10.0
221.0,5.0,2.0,4.0,21.0,95.0,3.0,7.0
221.0,6.0,2.0,4.0,32.0,95.0,1.0,4.0
221.0,7.0,2.0,4.0,21.0,95.0,1.0,5.0
221.0,8.0,2.0,4.0,31.0,23.0,2.0,9.0
221.0,9.0,2.0,4.0,81.0,95.0,1.0,3.0
221.0,10.0,2.0,4.0,32.0,95.0,4.0,2.0
221.0,11.0,2.0,4.0,21.0,95.0,3.0,5.0
221.0,12.0,2.0,4.0,31.0,95.0,1.0,7.0
221.0,13.0,2.0,4.0,31.0,23.0,2.0,7.0
221.0,14.0,2.0,4.0,81.0,95.0,1.0,6.0
221.0,15.0,2.0,4.0,31.0,95.0,1.0,6.0
221.0,16.0,2.0,4.0,21.0,95.0,1.0,1.0
221.0,17.0,2.0,4.0,81.0,95.0,1.0,2.0
221.0,18.0,2.0,4.0,81.0,95.0,1.0,6.0
221.0,19.0,2.0,4.0,,,,
221.0,20.0,2.0,4.0,81.0,95.0,1.0,4.0
222.0,1.0,2.0,4.0,21.0,95.0,2.0,7.0
222.0,2.0,2.0,4.0,81.0,95.0,1.0,8.0
222.0,3.0,2.0,4.0,81.0,95.0,2.0,3.0
222.0,4.0,2.0,4.0,81.0,95.0,1.0,5.0
222.0,5.0,2.0,4.0,21.0,95.0,2.0,5.0
222.0,6.0,2.0,4.0,21.0,95.0,1.0,5.0
222.0,7.0,2.0,4.0,81.0,95.0,1.0,8.0
222.0,8.0,2.0,4.0,21.0,95.0,1.0,5.0
222.0,9.0,2.0,4.0,21.0,95.0,1.0,9.0
222.0,10.0,2.0,4.0,81.0,95.0,2.0,3.0
222.0,11.0,2.0,4.0,21.0,95.0,1.0,6.0
222.0,12.0,2.0,4.0,81.0,95.0,1.0,7.0
222.0,13.0,2.0,4.0,81.0,95.0,1.0,5.0
222.0,14.0,2.0,4.0,81.0,95.0,1.0,5.0
222.0,15.0,2.0,4.0,81.0,95.0,1.0,14.0
222.0,16.0,2.0,4.0,81.0,95.0,1.0,4.0
222.0,17.0,2.0,4.0,81.0,95.0,2.0,10.0
222.0,18.0,2.0,4.0,,,,
222.0,19.0,2.0,4.0,21.0,95.0,2.0,3.0
222.0,20.0,2.0,4.0,21.0,95.0,1.0,8.0
223.0,1.0,2.0,4.0,21.0,95.0,1.0,6.0
223.0,2.0,2.0,4.0,,,,
223.0,3.0,2.0,4.0,81.0,95.0,2.0,6.0
223.0,4.0,2.0,4.0,21.0,95.0,1.0,9.0
223.0,5.0,2.0,4.0,21.0,95.0,1.0,9.0
223.0,6.0,2.0,4.0,14.0,95.0,2.0,5.0
223.0,7.0,2.0,4.0,14.0,95.0,2.0,5.0
223.0,8.0,2.0,4.0,14.0,95.0,1.0,8.0
223.0,9.0,2.0,4.0,14.0,95.0,1.0,4.0
223.0,10.0,2.0,4.0,21.0,95.0,1.0,3.0
223.0,11.0,2.0,4.0,81.0,95.0,1.0,9.0
223.0,12.0,2.0,4.0,21.0,95.0,1.0,2.0
223.0,13.0,2.0,4.0,21.0,95.0,1.0,5.0
223.0,14.0,2.0,4.0,81.0,95.0,1.0,3.0
223.0,15.0,2.0,4.0,21.0,95.0,2.0,7.0
223.0,16.0,2.0,4.0,21.0,95.0,1.0,8.0
223.0,17.0,2.0,4.0,14.0,23.0,2.0,7.0
223.0,18.0,2.0,4.0,81.0,95.0,2.0,6.0
223.0,19.0,2.0,4.0,21.0,95.0,1.0,9.0
223.0,20.0,2.0,4.0,21.0,95.0,2.0,8.0
224.0,1.0,2.0,4.0,21.0,23.0,2.0,4.0
224.0,2.0,2.0,4.0,21.0,95.0,3.0,7.0
224.0,3.0,2.0,4.0,81.0,95.0,1.0,6.0
224.0,4.0,2.0,4.0,81.0,95.0,1.0,5.0
224.0,5.0,2.0,4.0,32.0,23.0,2.0,7.0
224.0,6.0,2.0,4.0,21.0,95.0,2.0,7.0
224.0,7.0,2.0,4.0,21.0,95.0,2.0,6.0
224.0,8.0,2.0,4.0,31.0,95.0,1.0,5.0
224.0,9.0,2.0,4.0,81.0,95.0,1.0,5.0
224.0,10.0,2.0,4.0,21.0,95.0,1.0,10.0
224.0,11.0,2.0,4.0,81.0,95.0,1.0,5.0
224.0,12.0,2.0,4.0,81.0,23.0,1.0,4.0
224.0,13.0,2.0,4.0,81.0,95.0,1.0,7.0
224.0,14.0,2.0,4.0,21.0,23.0,1.0,5.0
224.0,15.0,2.0,4.0,14.0,95.0,2.0,5.0
224.0,16.0,2.0,4.0,81.0,95.0,1.0,8.0
224.0,17.0,2.0,4.0,81.0,23.0,1.0,10.0
224.0,18.0,2.0,4.0,14.0,95.0,1.0,8.0
224.0,19.0,2.0,4.0,21.0,95.0,2.0,6.0
224.0,20.0,2.0,4.0,32.0,23.0,2.0,8.0
225.0,1.0,2.0,4.0,21.0,95.0,1.0,7.0
225.0,2.0,2.0,4.0,21.0,95.0,2.0,10.0
225.0,3.0,2.0,4.0,21.0,95.0,1.0,6.0
225.0,4.0,2.0,4.0,21.0,95.0,1.0,6.0
225.0,5.0,2.0,4.0,21.0,95.0,1.0,3.0
225.0,6.0,2.0,4.0,21.0,95.0,1.0,5.0
225.0,7.0,2.0,4.0,21.0,95.0,3.0,11.0
225.0,8.0,2.0,4.0,21.0,95.0,2.0,3.0
225.0,9.0,2.0,4.0,21.0,95.0,2.0,12.0
225.0,10.0,2.0,4.0,21.0,95.0,1.0,2.0
225.0,11.0,2.0,4.0,21.0,95.0,1.0,11.0
225.0,12.0,2.0,4.0,21.0,95.0,1.0,6.0
225.0,13.0,2.0,4.0,21.0,95.0,2.0,8.0
225.0,14.0,2.0,4.0,21.0,95.0,2.0,6.0
225.0,15.0,2.0,4.0,21.0,95.0,1.0,5.0
225.0,16.0,2.0,4.0,21.0,95.0,2.0,11.0
225.0,17.0,2.0,4.0,21.0,95.0,1.0,7.0
225.0,18.0,2.0,4.0,21.0,95.0,1.0,8.0
225.0,19.0,2.0,4.0,,,,
225.0,20.0,2.0,4.0,14.0,95.0,1.0,12.0
226.0,1.0,2.0,4.0,81.0,95.0,1.0,6.0
226.0,2.0,2.0,4.0,21.0,95.0,1.0,5.0
226.0,3.0,2.0,4.0,21.0,95.0,3.0,14.0
226.0,4.0,2.0,4.0,21.0,95.0,3.0,5.0
226.0,5.0,2.0,4.0,81.0,95.0,1.0,6.0
226.0,6.0,2.0,4.0,21.0,23.0,3.0,5.0
226.0,7.0,2.0,4.0,21.0,22.0,3.0,4.0
226.0,8.0,2.0,4.0,21.0,23.0,3.0,10.0
226.0,9.0,2.0,4.0,21.0,23.0,2.0,3.0
226.0,10.0,2.0,4.0,21.0,23.0,3.0,9.0
226.0,11.0,2.0,4.0,21.0,23.0,2.0,4.0
226.0,12.0,2.0,4.0,21.0,22.0,1.0,13.0
226.0,13.0,2.0,4.0,21.0,31.0,3.0,5.0
226.0,14.0,2.0,4.0,21.0,23.0,2.0,9.0
226.0,15.0,2.0,4.0,21.0,23.0,3.0,14.0
226.0,16.0,2.0,4.0,42.0,23.0,1.0,5.0
226.0,17.0,2.0,4.0,21.0,23.0,3.0,5.0
226.0,18.0,2.0,4.0,21.0,95.0,3.0,7.0
226.0,19.0,2.0,4.0,21.0,23.0,3.0,7.0
226.0,20.0,2.0,4.0,21.0,22.0,1.0,1.0
227.0,1.0,2.0,4.0,21.0,95.0,1.0,2.0
227.0,2.0,2.0,4.0,81.0,95.0,1.0,7.0
227.0,3.0,2.0,4.0,21.0,95.0,2.0,4.0
227.0,4.0,2.0,4.0,81.0,95.0,1.0,9.0
227.0,5.0,2.0,4.0,81.0,95.0,1.0,5.0
227.0,6.0,2.0,4.0,81.0,95.0,1.0,7.0
227.0,7.0,2.0,4.0,14.0,95.0,1.0,7.0
227.0,8.0,2.0,4.0,81.0,95.0,2.0,6.0
227.0,9.0,2.0,4.0,81.0,95.0,1.0,9.0
227.0,10.0,2.0,4.0,81.0,95.0,1.0,19.0
227.0,11.0,2.0,4.0,21.0,23.0,2.0,8.0
227.0,12.0,2.0,4.0,81.0,95.0,1.0,7.0
227.0,13.0,2.0,4.0,81.0,95.0,1.0,11.0
227.0,14.0,2.0,4.0,81.0,95.0,2.0,14.0
227.0,15.0,2.0,4.0,81.0,95.0,2.0,16.0
227.0,16.0,2.0,4.0,21.0,95.0,1.0,7.0
227.0,17.0,2.0,4.0,81.0,95.0,1.0,2.0
227.0,18.0,2.0,4.0,21.0,95.0,2.0,14.0
227.0,19.0,2.0,4.0,81.0,95.0,2.0,19.0
227.0,20.0,2.0,4.0,81.0,95.0,1.0,15.0
228.0,1.0,2.0,4.0,21.0,95.0,1.0,5.0
228.0,2.0,2.0,4.0,21.0,95.0,2.0,6.0
228.0,3.0,2.0,4.0,21.0,95.0,1.0,11.0
228.0,4.0,2.0,4.0,21.0,22.0,2.0,5.0
228.0,5.0,2.0,4.0,21.0,95.0,1.0,10.0
228.0,6.0,2.0,4.0,31.0,95.0,2.0,13.0
228.0,7.0,2.0,4.0,31.0,95.0,3.0,16.0
228.0,8.0,2.0,4.0,21.0,22.0,2.0,7.0
228.0,9.0,2.0,4.0,21.0,95.0,2.0,9.0
228.0,10.0,2.0,4.0,21.0,95.0,2.0,9.0
228.0,11.0,2.0,4.0,21.0,95.0,1.0,3.0
228.0,12.0,2.0,4.0,31.0,95.0,2.0,3.0
228.0,13.0,2.0,4.0,21.0,22.0,3.0,9.0
228.0,14.0,2.0,4.0,21.0,95.0,1.0,3.0
228.0,15.0,2.0,4.0,21.0,95.0,1.0,5.0
228.0,16.0,2.0,4.0,21.0,95.0,2.0,16.0
228.0,17.0,2.0,4.0,21.0,95.0,2.0,12.0
228.0,18.0,2.0,4.0,21.0,95.0,2.0,7.0
228.0,19.0,2.0,4.0,21.0,95.0,1.0,5.0
228.0,20.0,2.0,4.0,21.0,95.0,1.0,4.0
229.0,1.0,2.0,4.0,81.0,95.0,1.0,5.0
229.0,2.0,2.0,4.0,81.0,95.0,1.0,6.0
229.0,3.0,2.0,4.0,81.0,95.0,1.0,3.0
229.0,4.0,2.0,4.0,81.0,95.0,1.0,4.0
229.0,5.0,2.0,4.0,81.0,23.0,2.0,11.0
229.0,6.0,2.0,4.0,81.0,95.0,1.0,1.0
229.0,7.0,2.0,4.0,81.0,95.0,2.0,5.0
229.0,8.0,2.0,4.0,81.0,95.0,1.0,1.0
229.0,9.0,2.0,4.0,81.0,95.0,1.0,4.0
229.0,10.0,2.0,4.0,81.0,95.0,1.0,9.0
229.0,11.0,2.0,4.0,21.0,95.0,1.0,5.0
229.0,12.0,2.0,4.0,81.0,95.0,2.0,12.0
229.0,13.0,2.0,4.0,81.0,95.0,1.0,5.0
229.0,14.0,2.0,4.0,81.0,95.0,1.0,6.0
229.0,15.0,2.0,4.0,81.0,95.0,1.0,5.0
229.0,16.0,2.0,4.0,81.0,95.0,1.0,8.0
229.0,17.0,2.0,4.0,81.0,95.0,1.0,6.0
229.0,18.0,2.0,4.0,81.0,95.0,2.0,3.0
229.0,19.0,2.0,4.0,81.0,95.0,1.0,7.0
229.0,20.0,2.0,4.0,81.0,95.0,1.0,6.0
230.0,1.0,2.0,4.0,81.0,95.0,2.0,13.0
230.0,2.0,2.0,4.0,81.0,95.0,2.0,7.0
230.0,3.0,2.0,4.0,81.0,95.0,1.0,18.0
230.0,4.0,2.0,4.0,81.0,95.0,1.0,3.0
230.0,5.0,2.0,4.0,81.0,95.0,1.0,4.0
230.0,6.0,2.0,4.0,81.0,95.0,1.0,1.0
230.0,7.0,2.0,4.0,81.0,95.0,1.0,7.0
230.0,8.0,2.0,4.0,81.0,95.0,1.0,15.0
230.0,9.0,2.0,4.0,81.0,95.0,2.0,3.0
230.0,10.0,2.0,4.0,81.0,95.0,1.0,9.0
230.0,11.0,2.0,4.0,81.0,95.0,1.0,2.0
230.0,12.0,2.0,4.0,81.0,95.0,2.0,19.0
230.0,13.0,2.0,4.0,81.0,95.0,2.0,7.0
230.0,14.0,2.0,4.0,81.0,95.0,1.0,4.0
230.0,15.0,2.0,4.0,81.0,95.0,1.0,7.0
230.0,16.0,2.0,4.0,81.0,95.0,2.0,13.0
230.0,17.0,2.0,4.0,81.0,95.0,2.0,6.0
230.0,18.0,2.0,4.0,81.0,95.0,2.0,7.0
230.0,19.0,2.0,4.0,81.0,95.0,1.0,11.0
230.0,20.0,2.0,4.0,81.0,95.0,1.0,7.0
231.0,1.0,2.0,4.0,21.0,95.0,1.0,5.0
231.0,2.0,2.0,4.0,81.0,95.0,1.0,10.0
231.0,3.0,2.0,4.0,81.0,95.0,1.0,11.0
231.0,4.0,2.0,4.0,81.0,95.0,1.0,2.0
231.0,5.0,2.0,4.0,21.0,95.0,1.0,11.0
231.0,6.0,2.0,4.0,81.0,95.0,2.0,5.0
231.0,7.0,2.0,4.0,81.0,95.0,1.0,4.0
231.0,8.0,2.0,4.0,81.0,95.0,1.0,4.0
231.0,9.0,2.0,4.0,81.0,95.0,1.0,3.0
231.0,10.0,2.0,4.0,81.0,95.0,2.0,9.0
231.0,11.0,2.0,4.0,21.0,95.0,1.0,6.0
231.0,12.0,2.0,4.0,21.0,95.0,2.0,7.0
231.0,13.0,2.0,4.0,81.0,95.0,1.0,5.0
231.0,14.0,2.0,4.0,21.0,95.0,1.0,5.0
231.0,15.0,2.0,4.0,81.0,95.0,1.0,6.0
231.0,16.0,2.0,4.0,81.0,95.0,1.0,4.0
231.0,17.0,2.0,4.0,81.0,95.0,1.0,9.0
231.0,18.0,2.0,4.0,81.0,95.0,1.0,4.0
231.0,19.0,2.0,4.0,81.0,95.0,1.0,5.0
231.0,20.0,2.0,4.0,81.0,95.0,1.0,5.0
232.0,1.0,2.0,4.0,21.0,95.0,4.0,3.0
232.0,2.0,2.0,4.0,21.0,95.0,2.0,1.0
232.0,3.0,2.0,4.0,,,,
232.0,4.0,2.0,4.0,21.0,95.0,3.0,6.0
232.0,5.0,2.0,4.0,,,,
232.0,6.0,2.0,4.0,21.0,95.0,1.0,6.0
232.0,7.0,2.0,4.0,21.0,95.0,1.0,6.0
232.0,8.0,2.0,4.0,21.0,95.0,3.0,8.0
232.0,9.0,2.0,4.0,21.0,22.0,4.0,9.0
232.0,10.0,2.0,4.0,21.0,95.0,1.0,5.0
232.0,11.0,2.0,4.0,21.0,95.0,3.0,3.0
232.0,12.0,2.0,4.0,21.0,95.0,1.0,2.0
232.0,13.0,2.0,4.0,,,,
232.0,14.0,2.0,4.0,21.0,95.0,3.0,6.0
232.0,15.0,2.0,4.0,21.0,22.0,3.0,5.0
232.0,16.0,2.0,4.0,21.0,95.0,4.0,6.0
232.0,17.0,2.0,4.0,21.0,95.0,3.0,2.0
232.0,18.0,2.0,4.0,21.0,95.0,2.0,3.0
232.0,19.0,2.0,4.0,21.0,95.0,1.0,5.0
232.0,20.0,2.0,4.0,21.0,95.0,3.0,7.0
233.0,1.0,2.0,4.0,81.0,23.0,1.0,8.0
233.0,2.0,2.0,4.0,21.0,95.0,1.0,6.0
233.0,3.0,2.0,4.0,81.0,23.0,2.0,10.0
233.0,4.0,2.0,4.0,81.0,31.0,1.0,3.0
233.0,5.0,2.0,4.0,81.0,31.0,1.0,2.0
233.0,6.0,2.0,4.0,81.0,22.0,2.0,12.0
233.0,7.0,2.0,4.0,81.0,22.0,1.0,6.0
233.0,8.0,2.0,4.0,21.0,95.0,1.0,3.0
233.0,9.0,2.0,4.0,81.0,95.0,2.0,4.0
233.0,10.0,2.0,4.0,21.0,23.0,2.0,7.0
233.0,11.0,2.0,4.0,21.0,95.0,1.0,6.0
233.0,12.0,2.0,4.0,21.0,22.0,2.0,8.0
233.0,13.0,2.0,4.0,81.0,23.0,2.0,3.0
233.0,14.0,2.0,4.0,81.0,22.0,1.0,4.0
233.0,15.0,2.0,4.0,21.0,95.0,1.0,7.0
233.0,16.0,2.0,4.0,81.0,95.0,1.0,2.0
233.0,17.0,2.0,4.0,21.0,95.0,1.0,9.0
233.0,18.0,2.0,4.0,81.0,31.0,1.0,4.0
233.0,19.0,2.0,4.0,81.0,22.0,1.0,5.0
233.0,20.0,2.0,4.0,81.0,31.0,1.0,6.0
234.0,1.0,2.0,4.0,21.0,22.0,3.0,3.0
234.0,2.0,2.0,4.0,14.0,21.0,4.0,14.0
234.0,3.0,2.0,4.0,21.0,22.0,4.0,5.0
234.0,4.0,2.0,4.0,21.0,23.0,3.0,4.0
234.0,5.0,2.0,4.0,21.0,95.0,3.0,3.0
234.0,6.0,2.0,4.0,21.0,95.0,3.0,5.0
234.0,7.0,2.0,4.0,81.0,95.0,2.0,11.0
234.0,8.0,2.0,4.0,21.0,95.0,3.0,6.0
234.0,9.0,2.0,4.0,14.0,22.0,3.0,1.0
234.0,10.0,2.0,4.0,21.0,95.0,2.0,3.0
234.0,11.0,2.0,4.0,21.0,31.0,3.0,4.0
234.0,12.0,2.0,4.0,21.0,95.0,2.0,4.0
234.0,13.0,2.0,4.0,21.0,22.0,3.0,4.0
234.0,14.0,2.0,4.0,21.0,22.0,5.0,5.0
234.0,15.0,2.0,4.0,21.0,95.0,3.0,6.0
234.0,16.0,2.0,4.0,21.0,22.0,3.0,1.0
234.0,17.0,2.0,4.0,21.0,95.0,3.0,4.0
234.0,18.0,2.0,4.0,,,,
234.0,19.0,2.0,4.0,21.0,22.0,3.0,5.0
234.0,20.0,2.0,4.0,14.0,22.0,3.0,5.0
235.0,1.0,2.0,4.0,21.0,95.0,2.0,7.0
235.0,2.0,2.0,4.0,81.0,95.0,1.0,3.0
235.0,3.0,2.0,4.0,81.0,95.0,1.0,4.0
235.0,4.0,2.0,4.0,21.0,95.0,2.0,14.0
235.0,5.0,2.0,4.0,21.0,95.0,2.0,10.0
235.0,6.0,2.0,4.0,21.0,95.0,2.0,3.0
235.0,7.0,2.0,4.0,21.0,95.0,2.0,8.0
235.0,8.0,2.0,4.0,21.0,95.0,1.0,3.0
235.0,9.0,2.0,4.0,81.0,95.0,1.0,3.0
235.0,10.0,2.0,4.0,21.0,95.0,1.0,3.0
235.0,11.0,2.0,4.0,21.0,95.0,2.0,7.0
235.0,12.0,2.0,4.0,14.0,95.0,1.0,5.0
235.0,13.0,2.0,4.0,81.0,95.0,1.0,5.0
235.0,14.0,2.0,4.0,81.0,95.0,1.0,2.0
235.0,15.0,2.0,4.0,81.0,95.0,1.0,1.0
235.0,16.0,2.0,4.0,81.0,95.0,1.0,10.0
235.0,17.0,2.0,4.0,81.0,95.0,1.0,1.0
235.0,18.0,2.0,4.0,21.0,95.0,2.0,4.0
235.0,19.0,2.0,4.0,21.0,95.0,1.0,7.0
235.0,20.0,2.0,4.0,21.0,95.0,1.0,8.0
236.0,1.0,2.0,4.0,21.0,95.0,3.0,5.0
236.0,2.0,2.0,4.0,21.0,95.0,3.0,2.0
236.0,3.0,2.0,4.0,21.0,95.0,4.0,11.0
236.0,4.0,2.0,4.0,21.0,22.0,4.0,5.0
236.0,5.0,2.0,4.0,32.0,95.0,3.0,4.0
236.0,6.0,2.0,4.0,21.0,95.0,2.0,6.0
236.0,7.0,2.0,4.0,21.0,95.0,3.0,5.0
236.0,8.0,2.0,4.0,21.0,95.0,3.0,3.0
236.0,9.0,2.0,4.0,21.0,95.0,3.0,6.0
236.0,10.0,2.0,4.0,14.0,95.0,4.0,6.0
236.0,11.0,2.0,4.0,21.0,95.0,4.0,7.0
236.0,12.0,2.0,4.0,21.0,95.0,3.0,9.0
236.0,13.0,2.0,4.0,21.0,95.0,3.0,5.0
236.0,14.0,2.0,4.0,21.0,22.0,4.0,13.0
236.0,15.0,2.0,4.0,,,,
236.0,16.0,2.0,4.0,21.0,95.0,3.0,5.0
236.0,17.0,2.0,4.0,,,,
236.0,18.0,2.0,4.0,21.0,95.0,5.0,2.0
236.0,19.0,2.0,4.0,21.0,95.0,4.0,4.0
236.0,20.0,2.0,4.0,21.0,95.0,3.0,3.0
237.0,1.0,2.0,4.0,,,,
237.0,2.0,2.0,4.0,21.0,95.0,3.0,2.0
237.0,3.0,2.0,4.0,31.0,95.0,1.0,2.0
237.0,4.0,2.0,4.0,21.0,12.0,3.0,5.0
237.0,5.0,2.0,4.0,31.0,95.0,2.0,6.0
237.0,6.0,2.0,4.0,21.0,95.0,3.0,6.0
237.0,7.0,2.0,4.0,21.0,95.0,3.0,1.0
237.0,8.0,2.0,4.0,31.0,12.0,4.0,3.0
237.0,9.0,2.0,4.0,,,,
237.0,10.0,2.0,4.0,21.0,95.0,2.0,3.0
237.0,11.0,2.0,4.0,14.0,95.0,2.0,1.0
237.0,12.0,2.0,4.0,32.0,95.0,2.0,5.0
237.0,13.0,2.0,4.0,14.0,95.0,3.0,1.0
237.0,14.0,2.0,4.0,32.0,22.0,4.0,4.0
237.0,15.0,2.0,4.0,21.0,22.0,3.0,2.0
237.0,16.0,2.0,4.0,14.0,95.0,3.0,4.0
237.0,17.0,2.0,4.0,32.0,95.0,3.0,1.0
237.0,18.0,2.0,4.0,14.0,95.0,3.0,8.0
237.0,19.0,2.0,4.0,32.0,95.0,5.0,4.0
237.0,20.0,2.0,4.0,14.0,12.0,4.0,1.0
238.0,1.0,2.0,4.0,31.0,31.0,2.0,16.0
238.0,2.0,2.0,4.0,31.0,23.0,1.0,4.0
238.0,3.0,2.0,4.0,21.0,95.0,1.0,3.0
238.0,4.0,2.0,4.0,31.0,51.0,1.0,4.0
238.0,5.0,2.0,4.0,31.0,31.0,2.0,3.0
238.0,6.0,2.0,4.0,32.0,31.0,1.0,4.0
238.0,7.0,2.0,4.0,81.0,23.0,2.0,20.0
238.0,8.0,2.0,4.0,31.0,23.0,2.0,8.0
238.0,9.0,2.0,4.0,42.0,23.0,2.0,9.0
238.0,10.0,2.0,4.0,42.0,23.0,1.0,2.0
238.0,11.0,2.0,4.0,32.0,31.0,2.0,12.0
238.0,12.0,2.0,4.0,31.0,51.0,1.0,4.0
238.0,13.0,2.0,4.0,31.0,31.0,1.0,5.0
238.0,14.0,2.0,4.0,31.0,23.0,2.0,5.0
238.0,15.0,2.0,4.0,31.0,23.0,2.0,6.0
238.0,16.0,2.0,4.0,81.0,95.0,1.0,6.0
238.0,17.0,2.0,4.0,32.0,23.0,2.0,2.0
238.0,18.0,2.0,4.0,31.0,23.0,2.0,8.0
238.0,19.0,2.0,4.0,81.0,23.0,2.0,3.0
238.0,20.0,2.0,4.0,41.0,51.0,1.0,14.0
239.0,1.0,2.0,4.0,21.0,23.0,3.0,9.0
239.0,2.0,2.0,4.0,21.0,23.0,3.0,13.0
239.0,3.0,2.0,4.0,14.0,51.0,3.0,5.0
239.0,4.0,2.0,4.0,21.0,95.0,3.0,2.0
239.0,5.0,2.0,4.0,21.0,22.0,3.0,9.0
239.0,6.0,2.0,4.0,21.0,22.0,3.0,1.0
239.0,7.0,2.0,4.0,21.0,31.0,3.0,4.0
239.0,8.0,2.0,4.0,14.0,22.0,4.0,1.0
239.0,9.0,2.0,4.0,21.0,31.0,3.0,1.0
239.0,10.0,2.0,4.0,,,,
239.0,11.0,2.0,4.0,21.0,22.0,3.0,2.0
239.0,12.0,2.0,4.0,21.0,22.0,3.0,8.0
239.0,13.0,2.0,4.0,21.0,23.0,5.0,11.0
239.0,14.0,2.0,4.0,14.0,51.0,2.0,5.0
239.0,15.0,2.0,4.0,,,,
239.0,16.0,2.0,4.0,14.0,12.0,3.0,3.0
239.0,17.0,2.0,4.0,,,,
239.0,18.0,2.0,4.0,14.0,12.0,3.0,5.0
239.0,19.0,2.0,4.0,21.0,95.0,3.0,5.0
239.0,20.0,2.0,4.0,21.0,23.0,3.0,4.0
240.0,1.0,2.0,4.0,31.0,95.0,2.0,1.0
240.0,2.0,2.0,4.0,32.0,95.0,1.0,2.0
240.0,3.0,2.0,4.0,14.0,12.0,5.0,4.0
240.0,4.0,2.0,4.0,21.0,22.0,5.0,4.0
240.0,5.0,2.0,4.0,32.0,95.0,1.0,1.0
240.0,6.0,2.0,4.0,31.0,95.0,3.0,11.0
240.0,7.0,2.0,4.0,31.0,12.0,5.0,6.0
240.0,8.0,2.0,4.0,31.0,95.0,3.0,3.0
240.0,9.0,2.0,4.0,31.0,22.0,5.0,2.0
240.0,10.0,2.0,4.0,31.0,13.0,4.0,4.0
240.0,11.0,2.0,4.0,31.0,23.0,3.0,5.0
240.0,12.0,2.0,4.0,31.0,95.0,3.0,2.0
240.0,13.0,2.0,4.0,21.0,12.0,3.0,1.0
240.0,14.0,2.0,4.0,21.0,21.0,4.0,4.0
240.0,15.0,2.0,4.0,21.0,95.0,1.0,4.0
240.0,16.0,2.0,4.0,13.0,95.0,4.0,1.0
240.0,17.0,2.0,4.0,31.0,12.0,3.0,1.0
240.0,18.0,2.0,4.0,21.0,95.0,3.0,2.0
240.0,19.0,2.0,4.0,32.0,95.0,3.0,3.0
240.0,20.0,2.0,4.0,31.0,95.0,4.0,5.0
241.0,1.0,1.0,5.0,11.0,21.0,4.0,4.0
241.0,2.0,1.0,5.0,14.0,21.0,4.0,7.0
241.0,3.0,1.0,5.0,32.0,21.0,3.0,7.0
241.0,4.0,1.0,5.0,14.0,23.0,3.0,6.0
241.0,5.0,1.0,5.0,14.0,22.0,4.0,3.0
241.0,6.0,1.0,5.0,13.0,23.0,3.0,4.0
241.0,7.0,1.0,5.0,13.0,95.0,3.0,2.0
241.0,8.0,1.0,5.0,21.0,22.0,4.0,6.0
241.0,9.0,1.0,5.0,14.0,95.0,3.0,4.0
241.0,10.0,1.0,5.0,13.0,22.0,3.0,3.0
241.0,11.0,1.0,5.0,14.0,23.0,3.0,1.0
241.0,12.0,1.0,5.0,21.0,22.0,5.0,4.0
241.0,13.0,1.0,5.0,14.0,22.0,4.0,5.0
241.0,14.0,1.0,5.0,12.0,22.0,4.0,6.0
241.0,15.0,1.0,5.0,11.0,22.0,4.0,6.0
241.0,16.0,1.0,5.0,11.0,22.0,5.0,11.0
241.0,17.0,1.0,5.0,11.0,22.0,5.0,9.0
241.0,18.0,1.0,5.0,32.0,21.0,3.0,4.0
241.0,19.0,1.0,5.0,14.0,22.0,4.0,1.0
241.0,20.0,1.0,5.0,21.0,22.0,5.0,4.0
242.0,1.0,1.0,5.0,21.0,23.0,3.0,3.0
242.0,2.0,1.0,5.0,32.0,21.0,4.0,6.0
