HH1,HH2,LN,CM11
59.0,4.0,2.0,3.0
59.0,6.0,2.0,0.0
59.0,8.0,1.0,3.0
59.0,9.0,2.0,3.0
59.0,10.0,1.0,7.0
59.0,10.0,2.0,0.0
59.0,11.0,1.0,1.0
59.0,12.0,1.0,8.0
59.0,12.0,3.0,0.0
59.0,14.0,2.0,3.0
59.0,15.0,2.0,1.0
59.0,19.0,1.0,6.0
59.0,19.0,2.0,2.0
59.0,20.0,2.0,4.0
60.0,1.0,2.0,0.0
60.0,2.0,1.0,6.0
60.0,2.0,3.0,
60.0,2.0,4.0,0.0
60.0,2.0,5.0,
60.0,4.0,1.0,0.0
60.0,4.0,2.0,0.0
60.0,7.0,2.0,8.0
60.0,8.0,2.0,9.0
60.0,8.0,3.0,0.0
60.0,8.0,4.0,0.0
60.0,9.0,2.0,
60.0,10.0,2.0,2.0
60.0,16.0,1.0,5.0
60.0,17.0,2.0,3.0
60.0,18.0,2.0,2.0
60.0,19.0,2.0,0.0
61.0,1.0,2.0,2.0
61.0,3.0,1.0,3.0
61.0,8.0,3.0,0.0
61.0,8.0,5.0,1.0
61.0,9.0,2.0,3.0
61.0,9.0,7.0,0.0
61.0,9.0,8.0,5.0
61.0,11.0,2.0,3.0
61.0,12.0,2.0,6.0
61.0,13.0,2.0,0.0
61.0,15.0,2.0,2.0
61.0,17.0,2.0,0.0
61.0,18.0,2.0,0.0
61.0,19.0,1.0,0.0
61.0,20.0,2.0,6.0
61.0,20.0,7.0,0.0
62.0,1.0,2.0,3.0
62.0,3.0,1.0,1.0
62.0,5.0,1.0,1.0
62.0,6.0,1.0,6.0
62.0,9.0,2.0,3.0
62.0,11.0,2.0,2.0
62.0,11.0,6.0,0.0
62.0,12.0,2.0,0.0
62.0,13.0,1.0,3.0
62.0,13.0,5.0,3.0
62.0,14.0,1.0,3.0
62.0,14.0,2.0,1.0
62.0,15.0,2.0,3.0
62.0,16.0,1.0,1.0
62.0,18.0,2.0,0.0
62.0,19.0,2.0,2.0
63.0,2.0,5.0,0.0
63.0,5.0,2.0,0.0
63.0,6.0,2.0,1.0
63.0,9.0,2.0,3.0
63.0,11.0,4.0,0.0
63.0,11.0,6.0,0.0
63.0,12.0,1.0,2.0
63.0,13.0,2.0,4.0
63.0,15.0,2.0,0.0
63.0,15.0,4.0,0.0
63.0,15.0,5.0,0.0
63.0,15.0,9.0,0.0
63.0,16.0,2.0,3.0
64.0,3.0,2.0,4.0
64.0,4.0,2.0,6.0
64.0,5.0,2.0,5.0
64.0,5.0,3.0,0.0
64.0,6.0,2.0,4.0
64.0,8.0,1.0,6.0
64.0,8.0,3.0,0.0
64.0,8.0,8.0,1.0
64.0,10.0,2.0,3.0
64.0,14.0,2.0,2.0
64.0,15.0,2.0,3.0
64.0,17.0,3.0,
64.0,18.0,1.0,4.0
64.0,20.0,2.0,5.0
65.0,1.0,2.0,2.0
65.0,2.0,1.0,3.0
65.0,2.0,2.0,
65.0,4.0,1.0,1.0
65.0,5.0,2.0,
65.0,6.0,1.0,3.0
65.0,6.0,2.0,0.0
65.0,9.0,2.0,3.0
65.0,12.0,,
65.0,12.0,2.0,3.0
65.0,14.0,1.0,4.0
65.0,14.0,4.0,0.0
65.0,14.0,5.0,0.0
65.0,16.0,1.0,3.0
65.0,17.0,2.0,2.0
65.0,18.0,2.0,4.0
65.0,19.0,2.0,2.0
66.0,1.0,2.0,1.0
66.0,3.0,2.0,2.0
66.0,4.0,2.0,
66.0,5.0,2.0,
66.0,5.0,4.0,1.0
66.0,6.0,2.0,1.0
66.0,6.0,4.0,0.0
66.0,7.0,2.0,1.0
66.0,9.0,2.0,3.0
66.0,9.0,4.0,0.0
66.0,10.0,2.0,1.0
66.0,12.0,2.0,3.0
66.0,14.0,2.0,4.0
66.0,15.0,2.0,3.0
66.0,16.0,1.0,4.0
66.0,16.0,2.0,0.0
66.0,19.0,2.0,4.0
67.0,1.0,2.0,
67.0,1.0,8.0,
67.0,2.0,2.0,5.0
67.0,2.0,3.0,0.0
67.0,2.0,7.0,4.0
67.0,5.0,2.0,6.0
67.0,5.0,4.0,0.0
67.0,6.0,2.0,4.0
67.0,7.0,4.0,4.0
67.0,8.0,1.0,3.0
67.0,8.0,2.0,0.0
67.0,9.0,2.0,7.0
67.0,11.0,2.0,1.0
67.0,12.0,1.0,6.0
67.0,13.0,1.0,2.0
67.0,14.0,2.0,1.0
67.0,15.0,2.0,1.0
67.0,15.0,4.0,0.0
67.0,15.0,5.0,0.0
67.0,15.0,6.0,2.0
67.0,16.0,2.0,3.0
67.0,17.0,2.0,2.0
67.0,20.0,1.0,2.0
68.0,1.0,2.0,3.0
68.0,3.0,2.0,
68.0,3.0,4.0,0.0
68.0,5.0,2.0,0.0
68.0,6.0,2.0,3.0
68.0,6.0,6.0,0.0
68.0,6.0,7.0,0.0
68.0,7.0,7.0,0.0
68.0,8.0,2.0,7.0
68.0,8.0,4.0,0.0
68.0,8.0,10.0,0.0
68.0,9.0,2.0,3.0
68.0,9.0,6.0,1.0
68.0,12.0,2.0,3.0
68.0,12.0,5.0,
68.0,13.0,2.0,0.0
68.0,14.0,1.0,6.0
68.0,14.0,2.0,0.0
68.0,15.0,1.0,4.0
68.0,16.0,1.0,8.0
68.0,16.0,2.0,0.0
68.0,17.0,2.0,2.0
68.0,17.0,3.0,0.0
68.0,17.0,4.0,
68.0,17.0,5.0,4.0
68.0,18.0,4.0,0.0
68.0,19.0,3.0,1.0
68.0,19.0,4.0,0.0
68.0,20.0,1.0,1.0
69.0,2.0,3.0,3.0
69.0,2.0,4.0,0.0
69.0,4.0,2.0,0.0
69.0,5.0,2.0,8.0
69.0,8.0,2.0,2.0
69.0,8.0,3.0,1.0
69.0,9.0,1.0,1.0
69.0,9.0,4.0,0.0
69.0,9.0,5.0,0.0
69.0,9.0,7.0,0.0
69.0,10.0,1.0,5.0
69.0,10.0,6.0,0.0
69.0,10.0,7.0,0.0
69.0,11.0,2.0,2.0
69.0,13.0,1.0,0.0
69.0,14.0,2.0,2.0
69.0,15.0,2.0,3.0
69.0,16.0,2.0,6.0
69.0,18.0,2.0,0.0
69.0,19.0,2.0,3.0
69.0,19.0,3.0,0.0
69.0,20.0,2.0,5.0
70.0,2.0,1.0,4.0
70.0,2.0,2.0,0.0
70.0,3.0,5.0,2.0
70.0,4.0,1.0,3.0
70.0,5.0,2.0,5.0
70.0,6.0,2.0,4.0
70.0,6.0,7.0,5.0
70.0,6.0,13.0,3.0
70.0,6.0,15.0,0.0
70.0,8.0,1.0,5.0
70.0,8.0,2.0,0.0
70.0,8.0,7.0,0.0
70.0,9.0,1.0,6.0
70.0,11.0,6.0,0.0
70.0,12.0,2.0,5.0
70.0,13.0,2.0,5.0
70.0,14.0,1.0,1.0
70.0,15.0,2.0,3.0
70.0,16.0,3.0,3.0
70.0,17.0,1.0,5.0
70.0,17.0,4.0,0.0
70.0,18.0,2.0,6.0
70.0,20.0,4.0,1.0
71.0,3.0,3.0,0.0
71.0,4.0,2.0,5.0
71.0,4.0,4.0,0.0
71.0,5.0,2.0,8.0
71.0,6.0,2.0,7.0
71.0,7.0,2.0,2.0
71.0,8.0,2.0,8.0
71.0,9.0,1.0,5.0
71.0,9.0,6.0,0.0
71.0,11.0,2.0,3.0
71.0,14.0,2.0,2.0
71.0,15.0,1.0,6.0
71.0,16.0,4.0,3.0
71.0,16.0,7.0,0.0
71.0,17.0,2.0,0.0
71.0,18.0,2.0,3.0
72.0,2.0,2.0,3.0
72.0,3.0,2.0,0.0
72.0,3.0,3.0,0.0
72.0,4.0,2.0,9.0
72.0,7.0,2.0,4.0
72.0,8.0,3.0,0.0
72.0,9.0,2.0,2.0
72.0,10.0,4.0,1.0
72.0,10.0,5.0,0.0
72.0,10.0,6.0,0.0
72.0,11.0,2.0,4.0
72.0,11.0,7.0,0.0
72.0,13.0,1.0,4.0
72.0,13.0,2.0,0.0
72.0,15.0,2.0,0.0
72.0,16.0,1.0,4.0
73.0,2.0,1.0,4.0
73.0,3.0,1.0,5.0
73.0,6.0,2.0,2.0
73.0,7.0,2.0,3.0
73.0,8.0,1.0,6.0
73.0,9.0,2.0,1.0
73.0,11.0,2.0,5.0
73.0,13.0,2.0,4.0
73.0,15.0,2.0,3.0
73.0,17.0,2.0,0.0
73.0,17.0,3.0,3.0
73.0,18.0,2.0,5.0
73.0,20.0,2.0,8.0
74.0,1.0,2.0,5.0
74.0,1.0,3.0,1.0
74.0,1.0,5.0,0.0
74.0,2.0,2.0,6.0
74.0,2.0,4.0,0.0
74.0,4.0,2.0,7.0
74.0,6.0,2.0,1.0
74.0,7.0,2.0,3.0
74.0,11.0,2.0,2.0
74.0,13.0,2.0,7.0
74.0,14.0,2.0,1.0
74.0,15.0,2.0,3.0
74.0,16.0,1.0,1.0
74.0,18.0,2.0,6.0
75.0,1.0,2.0,2.0
75.0,1.0,3.0,0.0
75.0,2.0,2.0,5.0
75.0,3.0,2.0,3.0
75.0,4.0,2.0,3.0
75.0,6.0,2.0,7.0
75.0,6.0,6.0,0.0
75.0,7.0,2.0,6.0
75.0,9.0,2.0,4.0
75.0,9.0,6.0,0.0
75.0,11.0,2.0,2.0
75.0,13.0,2.0,2.0
75.0,14.0,1.0,3.0
75.0,17.0,2.0,5.0
75.0,20.0,1.0,3.0
76.0,1.0,2.0,
76.0,2.0,1.0,5.0
76.0,4.0,2.0,8.0
76.0,5.0,2.0,8.0
76.0,6.0,2.0,
76.0,7.0,2.0,0.0
76.0,10.0,2.0,4.0
76.0,11.0,2.0,9.0
76.0,13.0,2.0,7.0
76.0,13.0,3.0,0.0
76.0,15.0,2.0,8.0
76.0,15.0,4.0,0.0
76.0,15.0,5.0,0.0
76.0,16.0,2.0,1.0
76.0,17.0,2.0,9.0
76.0,18.0,2.0,5.0
76.0,18.0,3.0,0.0
76.0,19.0,1.0,3.0
76.0,20.0,2.0,4.0
77.0,2.0,2.0,1.0
77.0,3.0,2.0,2.0
77.0,3.0,3.0,0.0
77.0,4.0,2.0,1.0
77.0,6.0,2.0,1.0
77.0,7.0,2.0,5.0
77.0,7.0,3.0,0.0
77.0,7.0,4.0,0.0
77.0,8.0,1.0,4.0
77.0,10.0,2.0,5.0
77.0,12.0,1.0,2.0
77.0,13.0,2.0,1.0
77.0,14.0,7.0,0.0
77.0,20.0,2.0,2.0
78.0,1.0,2.0,2.0
78.0,5.0,2.0,9.0
78.0,6.0,3.0,4.0
78.0,6.0,8.0,2.0
78.0,8.0,2.0,3.0
78.0,9.0,2.0,7.0
78.0,10.0,4.0,0.0
78.0,11.0,2.0,5.0
78.0,12.0,2.0,7.0
78.0,13.0,2.0,2.0
78.0,14.0,1.0,10.0
78.0,14.0,2.0,1.0
78.0,15.0,2.0,3.0
78.0,16.0,2.0,9.0
78.0,17.0,2.0,1.0
78.0,19.0,2.0,2.0
78.0,20.0,2.0,2.0
79.0,1.0,2.0,3.0
79.0,2.0,2.0,2.0
79.0,3.0,2.0,7.0
79.0,3.0,4.0,0.0
79.0,4.0,2.0,8.0
79.0,4.0,4.0,0.0
79.0,6.0,2.0,6.0
79.0,6.0,3.0,0.0
79.0,7.0,2.0,5.0
79.0,12.0,2.0,1.0
79.0,15.0,2.0,3.0
79.0,16.0,2.0,6.0
79.0,17.0,3.0,0.0
79.0,18.0,2.0,2.0
79.0,18.0,4.0,0.0
79.0,18.0,5.0,0.0
79.0,19.0,2.0,4.0
79.0,20.0,1.0,1.0
80.0,1.0,2.0,2.0
80.0,7.0,2.0,3.0
80.0,8.0,2.0,1.0
80.0,9.0,2.0,
80.0,10.0,2.0,5.0
80.0,12.0,3.0,0.0
80.0,13.0,1.0,6.0
80.0,14.0,2.0,2.0
80.0,18.0,2.0,4.0
80.0,19.0,3.0,0.0
80.0,20.0,2.0,1.0
81.0,1.0,2.0,4.0
81.0,2.0,2.0,3.0
81.0,4.0,3.0,0.0
81.0,5.0,1.0,4.0
81.0,6.0,2.0,
81.0,8.0,2.0,5.0
81.0,8.0,3.0,0.0
81.0,9.0,2.0,2.0
81.0,10.0,4.0,3.0
81.0,10.0,5.0,1.0
81.0,11.0,2.0,1.0
81.0,12.0,2.0,5.0
81.0,12.0,5.0,1.0
81.0,13.0,3.0,2.0
81.0,14.0,2.0,5.0
81.0,16.0,2.0,8.0
81.0,16.0,3.0,0.0
81.0,18.0,2.0,3.0
81.0,19.0,2.0,3.0
81.0,20.0,2.0,6.0
82.0,1.0,1.0,6.0
82.0,2.0,2.0,2.0
82.0,3.0,2.0,4.0
82.0,4.0,2.0,6.0
82.0,4.0,3.0,0.0
82.0,4.0,9.0,5.0
82.0,5.0,2.0,4.0
82.0,6.0,2.0,6.0
82.0,7.0,2.0,6.0
82.0,9.0,2.0,5.0
82.0,10.0,2.0,6.0
82.0,10.0,5.0,0.0
82.0,10.0,6.0,0.0
82.0,10.0,10.0,1.0
82.0,12.0,2.0,6.0
82.0,13.0,2.0,9.0
82.0,13.0,4.0,0.0
82.0,13.0,7.0,2.0
82.0,13.0,10.0,1.0
82.0,14.0,2.0,3.0
82.0,14.0,8.0,0.0
82.0,16.0,1.0,5.0
82.0,18.0,2.0,4.0
82.0,19.0,2.0,9.0
82.0,19.0,4.0,0.0
82.0,20.0,2.0,8.0
83.0,3.0,4.0,0.0
83.0,4.0,2.0,1.0
83.0,7.0,2.0,4.0
83.0,9.0,1.0,1.0
83.0,11.0,2.0,4.0
83.0,11.0,4.0,0.0
83.0,13.0,1.0,4.0
83.0,15.0,2.0,4.0
83.0,17.0,2.0,4.0
83.0,17.0,3.0,0.0
83.0,17.0,4.0,0.0
83.0,18.0,3.0,1.0
83.0,19.0,2.0,1.0
84.0,1.0,2.0,9.0
84.0,1.0,5.0,0.0
84.0,2.0,2.0,1.0
84.0,4.0,2.0,1.0
84.0,5.0,2.0,5.0
84.0,9.0,2.0,1.0
84.0,10.0,2.0,5.0
84.0,11.0,1.0,1.0
84.0,12.0,1.0,4.0
84.0,13.0,3.0,7.0
84.0,13.0,4.0,2.0
84.0,14.0,2.0,7.0
84.0,15.0,2.0,1.0
84.0,20.0,2.0,1.0
85.0,1.0,2.0,9.0
85.0,2.0,2.0,1.0
85.0,3.0,1.0,5.0
85.0,4.0,2.0,6.0
85.0,5.0,2.0,5.0
85.0,5.0,3.0,0.0
85.0,6.0,2.0,3.0
85.0,6.0,4.0,0.0
85.0,7.0,2.0,4.0
85.0,8.0,2.0,0.0
85.0,9.0,5.0,1.0
85.0,10.0,2.0,2.0
85.0,11.0,2.0,5.0
85.0,12.0,2.0,6.0
85.0,13.0,2.0,2.0
85.0,14.0,2.0,7.0
85.0,15.0,2.0,2.0
85.0,15.0,3.0,1.0
85.0,16.0,1.0,3.0
85.0,17.0,2.0,5.0
85.0,17.0,6.0,2.0
85.0,18.0,2.0,6.0
85.0,18.0,5.0,0.0
85.0,18.0,6.0,0.0
85.0,18.0,9.0,0.0
85.0,19.0,1.0,0.0
85.0,20.0,2.0,5.0
86.0,2.0,2.0,6.0
86.0,3.0,2.0,2.0
86.0,4.0,4.0,0.0
86.0,8.0,2.0,4.0
86.0,9.0,2.0,2.0
86.0,10.0,2.0,5.0
86.0,11.0,2.0,5.0
86.0,13.0,2.0,4.0
86.0,14.0,2.0,1.0
86.0,15.0,2.0,4.0
86.0,17.0,3.0,0.0
86.0,18.0,1.0,9.0
87.0,1.0,2.0,4.0
87.0,2.0,3.0,1.0
87.0,3.0,2.0,7.0
87.0,5.0,2.0,5.0
87.0,6.0,2.0,4.0
87.0,7.0,2.0,4.0
87.0,8.0,2.0,4.0
87.0,8.0,3.0,0.0
87.0,9.0,2.0,3.0
87.0,10.0,2.0,2.0
87.0,11.0,2.0,2.0
87.0,12.0,2.0,4.0
87.0,15.0,2.0,4.0
87.0,17.0,2.0,7.0
87.0,17.0,3.0,1.0
87.0,18.0,2.0,4.0
88.0,2.0,3.0,2.0
88.0,3.0,2.0,2.0
88.0,4.0,1.0,6.0
88.0,4.0,2.0,1.0
88.0,5.0,2.0,2.0
88.0,6.0,2.0,6.0
88.0,6.0,3.0,0.0
88.0,6.0,9.0,4.0
88.0,10.0,2.0,2.0
88.0,13.0,2.0,9.0
88.0,14.0,2.0,2.0
88.0,14.0,5.0,0.0
88.0,15.0,2.0,0.0
88.0,16.0,2.0,7.0
88.0,18.0,2.0,3.0
88.0,19.0,2.0,6.0
88.0,20.0,4.0,3.0
89.0,1.0,1.0,6.0
89.0,3.0,2.0,5.0
89.0,3.0,3.0,0.0
89.0,4.0,2.0,1.0
89.0,6.0,2.0,4.0
89.0,8.0,2.0,2.0
89.0,10.0,2.0,7.0
89.0,10.0,6.0,6.0
89.0,11.0,1.0,4.0
89.0,13.0,2.0,7.0
89.0,13.0,4.0,0.0
89.0,14.0,2.0,4.0
89.0,14.0,3.0,0.0
89.0,15.0,5.0,0.0
89.0,16.0,2.0,6.0
89.0,19.0,2.0,5.0
89.0,20.0,1.0,1.0
90.0,1.0,2.0,3.0
90.0,4.0,3.0,0.0
90.0,4.0,4.0,0.0
90.0,6.0,2.0,5.0
90.0,7.0,2.0,5.0
90.0,9.0,2.0,0.0
90.0,10.0,2.0,3.0
90.0,11.0,2.0,10.0
90.0,12.0,2.0,2.0
90.0,13.0,2.0,2.0
90.0,14.0,2.0,2.0
90.0,15.0,2.0,2.0
90.0,16.0,2.0,3.0
90.0,16.0,4.0,0.0
90.0,16.0,8.0,1.0
90.0,17.0,2.0,2.0
91.0,1.0,6.0,
91.0,2.0,2.0,2.0
91.0,2.0,3.0,0.0
91.0,6.0,2.0,9.0
91.0,6.0,3.0,0.0
91.0,12.0,2.0,3.0
91.0,14.0,1.0,5.0
91.0,15.0,1.0,3.0
91.0,16.0,2.0,2.0
91.0,17.0,1.0,0.0
91.0,19.0,1.0,2.0
91.0,19.0,4.0,0.0
92.0,5.0,2.0,7.0
92.0,6.0,2.0,
92.0,6.0,3.0,0.0
92.0,6.0,4.0,2.0
92.0,9.0,3.0,2.0
92.0,10.0,2.0,5.0
92.0,12.0,2.0,4.0
92.0,13.0,2.0,0.0
92.0,14.0,1.0,2.0
92.0,15.0,2.0,2.0
92.0,17.0,3.0,1.0
92.0,20.0,,
92.0,20.0,1.0,7.0
93.0,1.0,2.0,3.0
93.0,1.0,3.0,4.0
93.0,1.0,4.0,0.0
93.0,1.0,6.0,0.0
93.0,1.0,9.0,5.0
93.0,2.0,1.0,2.0
93.0,4.0,2.0,2.0
93.0,4.0,4.0,1.0
93.0,6.0,2.0,4.0
93.0,6.0,4.0,0.0
93.0,7.0,2.0,3.0
93.0,7.0,6.0,0.0
93.0,8.0,2.0,3.0
93.0,11.0,1.0,3.0
93.0,13.0,2.0,3.0
93.0,14.0,1.0,3.0
93.0,17.0,2.0,0.0
93.0,18.0,1.0,3.0
93.0,20.0,2.0,1.0
93.0,20.0,3.0,0.0
93.0,20.0,4.0,0.0
93.0,20.0,11.0,0.0
93.0,20.0,12.0,0.0
94.0,3.0,5.0,1.0
94.0,4.0,2.0,2.0
94.0,6.0,3.0,1.0
94.0,9.0,2.0,7.0
94.0,10.0,2.0,4.0
94.0,17.0,2.0,1.0
94.0,20.0,2.0,
94.0,20.0,3.0,0.0
95.0,2.0,2.0,2.0
95.0,4.0,2.0,3.0
95.0,5.0,3.0,1.0
95.0,6.0,1.0,6.0
95.0,7.0,2.0,5.0
95.0,9.0,2.0,5.0
95.0,10.0,2.0,4.0
95.0,12.0,2.0,3.0
95.0,13.0,1.0,9.0
95.0,14.0,2.0,2.0
95.0,14.0,5.0,5.0
95.0,16.0,2.0,4.0
95.0,18.0,3.0,0.0
95.0,20.0,1.0,4.0
96.0,5.0,2.0,6.0
96.0,7.0,2.0,4.0
96.0,8.0,2.0,6.0
96.0,9.0,2.0,1.0
96.0,12.0,2.0,
96.0,16.0,2.0,
96.0,17.0,2.0,5.0
96.0,18.0,2.0,2.0
96.0,20.0,3.0,
97.0,2.0,1.0,9.0
97.0,3.0,2.0,4.0
97.0,5.0,2.0,3.0
97.0,8.0,2.0,2.0
97.0,10.0,2.0,
97.0,12.0,2.0,5.0
97.0,14.0,3.0,
97.0,14.0,4.0,7.0
97.0,14.0,7.0,
97.0,19.0,2.0,1.0
97.0,20.0,2.0,8.0
98.0,1.0,1.0,4.0
98.0,3.0,5.0,0.0
98.0,4.0,2.0,4.0
98.0,6.0,2.0,1.0
98.0,7.0,2.0,
98.0,8.0,1.0,4.0
98.0,8.0,5.0,0.0
98.0,10.0,2.0,3.0
98.0,12.0,2.0,6.0
98.0,12.0,3.0,0.0
98.0,13.0,2.0,0.0
98.0,17.0,2.0,8.0
98.0,17.0,13.0,
98.0,17.0,14.0,0.0
98.0,20.0,1.0,1.0
99.0,1.0,2.0,0.0
99.0,4.0,2.0,9.0
99.0,5.0,2.0,1.0
99.0,7.0,3.0,
99.0,7.0,4.0,0.0
99.0,10.0,2.0,6.0
99.0,10.0,4.0,
99.0,11.0,2.0,0.0
99.0,12.0,1.0,3.0
99.0,12.0,3.0,0.0
99.0,14.0,2.0,5.0
99.0,14.0,10.0,
99.0,14.0,11.0,
99.0,15.0,2.0,7.0
99.0,15.0,4.0,0.0
99.0,16.0,2.0,3.0
99.0,17.0,2.0,1.0
99.0,17.0,3.0,2.0
99.0,20.0,1.0,1.0
100.0,1.0,2.0,5.0
100.0,2.0,3.0,3.0
100.0,3.0,9.0,0.0
100.0,4.0,2.0,4.0
100.0,6.0,2.0,15.0
100.0,6.0,3.0,0.0
100.0,8.0,2.0,6.0
100.0,9.0,2.0,4.0
100.0,10.0,2.0,0.0
100.0,11.0,6.0,
100.0,13.0,3.0,0.0
100.0,13.0,4.0,0.0
100.0,14.0,2.0,4.0
100.0,15.0,2.0,5.0
100.0,16.0,2.0,
100.0,16.0,4.0,2.0
100.0,19.0,2.0,3.0
101.0,2.0,2.0,3.0
101.0,5.0,2.0,4.0
101.0,5.0,3.0,0.0
101.0,6.0,2.0,4.0
101.0,7.0,3.0,
101.0,8.0,2.0,3.0
101.0,12.0,2.0,3.0
101.0,18.0,2.0,4.0
101.0,18.0,3.0,1.0
101.0,19.0,2.0,7.0
102.0,1.0,2.0,6.0
102.0,1.0,3.0,1.0
102.0,1.0,4.0,1.0
102.0,1.0,8.0,
102.0,2.0,2.0,3.0
102.0,2.0,3.0,1.0
102.0,2.0,4.0,0.0
102.0,3.0,3.0,
102.0,4.0,2.0,4.0
102.0,6.0,2.0,7.0
102.0,7.0,5.0,2.0
102.0,9.0,2.0,2.0
102.0,11.0,1.0,3.0
102.0,11.0,3.0,1.0
102.0,12.0,2.0,
102.0,13.0,2.0,1.0
102.0,15.0,3.0,1.0
102.0,16.0,2.0,3.0
102.0,19.0,2.0,3.0
103.0,2.0,1.0,0.0
103.0,2.0,2.0,0.0
103.0,3.0,2.0,6.0
103.0,5.0,2.0,1.0
103.0,6.0,2.0,6.0
103.0,6.0,3.0,0.0
103.0,7.0,2.0,5.0
103.0,8.0,2.0,1.0
103.0,9.0,1.0,3.0
103.0,10.0,2.0,2.0
103.0,11.0,2.0,1.0
103.0,13.0,1.0,3.0
103.0,13.0,2.0,0.0
103.0,15.0,1.0,9.0
103.0,16.0,2.0,5.0
103.0,18.0,2.0,2.0
103.0,20.0,3.0,1.0
103.0,20.0,6.0,0.0
104.0,1.0,1.0,1.0
104.0,5.0,2.0,3.0
104.0,6.0,2.0,4.0
104.0,8.0,2.0,6.0
104.0,9.0,2.0,2.0
104.0,10.0,3.0,2.0
104.0,12.0,1.0,2.0
104.0,12.0,2.0,1.0
104.0,14.0,1.0,3.0
104.0,14.0,2.0,0.0
104.0,15.0,2.0,2.0
104.0,16.0,2.0,1.0
104.0,16.0,6.0,
104.0,16.0,7.0,0.0
104.0,18.0,2.0,1.0
104.0,20.0,2.0,2.0
105.0,1.0,2.0,9.0
105.0,1.0,3.0,5.0
105.0,1.0,6.0,
105.0,1.0,13.0,
105.0,1.0,15.0,
105.0,4.0,2.0,1.0
105.0,9.0,4.0,0.0
105.0,10.0,3.0,4.0
105.0,10.0,7.0,8.0
105.0,10.0,12.0,
105.0,11.0,3.0,6.0
105.0,11.0,5.0,3.0
105.0,13.0,1.0,6.0
105.0,16.0,2.0,2.0
105.0,17.0,2.0,0.0
106.0,5.0,2.0,1.0
106.0,8.0,1.0,2.0
106.0,9.0,2.0,0.0
106.0,11.0,2.0,4.0
106.0,13.0,2.0,1.0
106.0,14.0,2.0,2.0
106.0,14.0,6.0,2.0
106.0,15.0,2.0,2.0
106.0,15.0,3.0,0.0
106.0,15.0,6.0,0.0
106.0,17.0,2.0,1.0
106.0,18.0,1.0,0.0
106.0,19.0,2.0,3.0
106.0,19.0,3.0,0.0
107.0,1.0,3.0,2.0
107.0,1.0,5.0,1.0
107.0,3.0,1.0,4.0
107.0,7.0,1.0,5.0
107.0,8.0,2.0,4.0
107.0,9.0,1.0,1.0
107.0,10.0,2.0,0.0
107.0,11.0,2.0,
107.0,14.0,2.0,3.0
107.0,17.0,1.0,2.0
107.0,19.0,2.0,1.0
108.0,1.0,2.0,2.0
108.0,2.0,2.0,5.0
108.0,3.0,2.0,2.0
108.0,5.0,2.0,6.0
108.0,5.0,3.0,1.0
108.0,5.0,4.0,0.0
108.0,7.0,2.0,0.0
108.0,8.0,1.0,8.0
108.0,9.0,1.0,8.0
108.0,11.0,2.0,2.0
108.0,12.0,2.0,3.0
108.0,13.0,2.0,4.0
108.0,14.0,4.0,0.0
108.0,16.0,2.0,6.0
108.0,17.0,2.0,3.0
108.0,18.0,2.0,2.0
108.0,20.0,1.0,6.0
108.0,20.0,3.0,1.0
108.0,20.0,4.0,1.0
109.0,6.0,2.0,
109.0,6.0,3.0,1.0
109.0,6.0,4.0,0.0
109.0,7.0,2.0,3.0
109.0,8.0,2.0,1.0
109.0,9.0,2.0,2.0
109.0,9.0,3.0,0.0
109.0,10.0,2.0,2.0
109.0,11.0,1.0,2.0
109.0,11.0,4.0,
109.0,12.0,5.0,0.0
109.0,13.0,2.0,1.0
109.0,14.0,1.0,1.0
109.0,15.0,2.0,1.0
109.0,18.0,2.0,0.0
109.0,18.0,3.0,0.0
110.0,2.0,4.0,1.0
110.0,3.0,1.0,2.0
110.0,3.0,2.0,0.0
110.0,4.0,2.0,4.0
110.0,5.0,2.0,3.0
110.0,5.0,3.0,0.0
110.0,5.0,4.0,4.0
110.0,5.0,7.0,0.0
110.0,6.0,3.0,3.0
110.0,7.0,2.0,7.0
110.0,7.0,3.0,0.0
110.0,7.0,4.0,1.0
110.0,8.0,3.0,
110.0,9.0,4.0,0.0
110.0,9.0,5.0,1.0
110.0,12.0,2.0,1.0
110.0,13.0,2.0,0.0
110.0,14.0,2.0,4.0
110.0,14.0,6.0,0.0
110.0,15.0,2.0,5.0
110.0,15.0,7.0,3.0
110.0,16.0,3.0,0.0
110.0,16.0,4.0,0.0
110.0,17.0,2.0,5.0
110.0,17.0,3.0,0.0
110.0,18.0,2.0,2.0
110.0,20.0,2.0,3.0
110.0,20.0,3.0,0.0
111.0,1.0,2.0,4.0
111.0,1.0,4.0,1.0
111.0,3.0,4.0,0.0
111.0,3.0,8.0,0.0
111.0,3.0,10.0,0.0
111.0,3.0,11.0,0.0
111.0,3.0,12.0,0.0
111.0,7.0,1.0,7.0
111.0,8.0,2.0,2.0
111.0,9.0,2.0,5.0
111.0,10.0,2.0,
111.0,10.0,3.0,0.0
111.0,10.0,4.0,0.0
111.0,10.0,6.0,0.0
111.0,11.0,1.0,2.0
111.0,11.0,2.0,0.0
111.0,14.0,1.0,2.0
111.0,15.0,2.0,0.0
111.0,16.0,1.0,2.0
111.0,18.0,2.0,4.0
112.0,1.0,2.0,6.0
112.0,1.0,3.0,0.0
112.0,4.0,2.0,2.0
112.0,4.0,5.0,1.0
